SEXO;IDADE;RENDA;CODCBO;PROFISSAO;ESTADO_CIVIL
F;49;10980,83;142205;GERENTE DE RECURSOS HUMANOS;CASADO(A)
M;57;2389,93;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
F;39;3116,78;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;54;2655,64;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;46;3393,37;410205;SUPERVISOR DE ALMOXARIFADO;CASADO(A)
M;51;1265,22;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;48;1104,41;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;45;1736,64;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;36;1924,38;214405;ENGENHEIRO MECANICO;SOLTEIRO(A)
F;49;1343,23;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;53;2160,09;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;53;7308,08;911305;MECANICO DE MANUTENÇÃO DE MAQUINAS, EM GERAL;CASADO(A)
F;37;920,00;422105;RECEPCIONISTA, EM GERAL;SOLTEIRO(A)
M;41;17696,70;142305;GERENTE COMERCIAL;CASADO(A)
M;39;5456,84;142605;GERENTE DE PESQUISA E DESENVOL;CASADO(A)
M;33;1202,48;414105;ALMOXARIFE;SOLTEIRO(A)
M;33;965,87;313105;ELETROTECNICO;SOLTEIRO(A)
F;46;2290,01;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;37;1286,40;991305;FUNILEIRO DE VEICULOS (REPARAC;SOLTEIRO(A)
M;39;1010,49;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;54;2665,08;914425;MECANICO DE VEICULOS AUTOMOTOR;DESQUITADO(A)
F;39;1394,48;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;48;4513,81;313105;ELETROTECNICO;CASADO(A)
M;39;4179,44;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;35;900,00;0;SEM CBO;SOLTEIRO(A)
M;53;1600,00;620110;SUPERVISOR DE EXPLORACAO AGROP;CASADO(A)
M;38;2083,24;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
M;60;12285,38;142105;GERENTE ADMINISTRATIVO;OUTROS
F;56;1319,34;411010;ASSISTENTE ADMINISTRATIVO;OUTROS
F;37;3522,78;252210;CONTADOR;SOLTEIRO(A)
M;38;2809,22;252210;CONTADOR;SOLTEIRO(A)
M;41;3508,86;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;36;1929,24;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;46;5085,99;252210;CONTADOR;SOLTEIRO(A)
F;41;5428,89;252210;CONTADOR;SOLTEIRO(A)
M;40;1968,03;517410;PORTEIRO DE EDIFICIOS;OUTROS
F;47;3969,70;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;34;1494,88;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;27;413,34;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;45;4745,05;141420;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A)
M;44;940,43;514310;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A)
F;36;1421,19;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;51;1875,99;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;34;1988,18;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;55;3325,88;410105;SUPERVISOR ADMINISTRATIVO;OUTROS
M;47;1180,13;782305;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A)
F;45;2441,10;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;49;3446,66;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;59;1775,22;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;40;1593,86;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;31;4623,85;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;50;3099,55;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;62;910,92;782510;MOTORISTA DE CAMINHAO;CASADO(A)
M;32;802,50;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;42;963,54;414105;ALMOXARIFE;SOLTEIRO(A)
F;44;3210,00;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
F;51;5628,20;410105;SUPERVISOR ADMINISTRATIVO;SOLTEIRO(A)
M;65;1202,25;414215;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A)
M;51;1120,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;49;2000,47;514320;FAXINEIRO;SOLTEIRO(A)
M;42;3121,03;313105;ELETROTECNICO;CASADO(A)
M;32;3423,81;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
F;25;448,46;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;49;3044,08;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;45;1612,50;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;27;400,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;46;2322,21;252210;CONTADOR;SOLTEIRO(A)
F;32;802,50;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;33;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
F;47;3584,73;252405;ANALISTA DE RECURSOS HUMANOS;CASADO(A)
M;39;35000,00;121010;DIRETOR GERAL DE EMPRESA E ORG;CASADO(A)
M;48;1186,15;414105;ALMOXARIFE;CASADO(A)
M;61;1402,33;517420;VIGIA;CASADO(A)
F;40;1737,30;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;54;2057,94;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;35;8910,32;142520;GERENTE DE PROJ DE TEC DA INFORMAÇÃO;SOLTEIRO(A)
M;28;1176,07;414105;ALMOXARIFE;SOLTEIRO(A)
F;26;440,19;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;27;4063,60;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;62;3473,36;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;81;5435,63;142305;GERENTE COMERCIAL;CASADO(A)
M;47;954,00;512105;EMPREGADO DOMESTICO;SOLTEIRO(A)
M;32;1076,88;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;55;2826,04;914425;MECANICO DE VEICULOS AUTOMOTOR;DIVORCIADO(A)
M;27;1030,60;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;32;1493,41;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;47;3922,40;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
F;33;1945,12;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;33;1821,77;318705;DESENHISTA PROJETISTA DE ELETR;CASADO(A)
M;61;2750,19;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;29;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;26;3559,55;252105;ADMINISTRADOR;SOLTEIRO(A)
M;36;2565,73;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;41;3194,83;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;36;6840,50;351605;TECNICO EM SEGURANCA DO TRABAL;CASADO(A)
F;41;2094,99;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;41;8044,10;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
M;37;1165,99;414105;ALMOXARIFE;CASADO(A)
M;41;2113,32;414105;ALMOXARIFE;CASADO(A)
M;39;1770,44;313105;ELETROTECNICO;SOLTEIRO(A)
M;43;1721,28;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;40;1542,23;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;47;1480,00;623110;TRABALHADOR DA PECUARIA (BOVIN;SOLTEIRO(A)
F;45;1898,32;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;40;4998,43;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;42;1190,00;623110;TRABALHADOR DA PECUARIA (BOVIN;CASADO(A)
M;38;5323,33;413105;ANALISTA DE FOLHA DE PAGAMENTO;SOLTEIRO(A)
M;41;1305,32;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;40;4063,59;252725;ANALISTA DE GESTÃO DE ESTOQUE;CASADO(A)
M;43;3955,60;313105;ELETROTECNICO;SOLTEIRO(A)
M;29;2143,84;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;51;3060,83;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;45;1300,00;623110;TRABALHADOR DA PECUARIA (BOVIN;SOLTEIRO(A)
F;22;519,87;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;31;8043,42;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A)
F;49;18887,25;142205;GERENTE DE RECURSOS HUMANOS;CASADO(A)
M;60;6523,29;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;36;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;53;4290,70;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE
M;31;2324,65;414120;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A)
M;49;11586,03;142305;GERENTE COMERCIAL;CASADO(A)
F;38;1742,08;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;34;1413,89;414105;ALMOXARIFE;SOLTEIRO(A)
M;31;3406,09;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
F;40;11705,17;142315;GERENTE DE MARKETING;SOLTEIRO(A)
M;31;1542,24;414105;ALMOXARIFE;SOLTEIRO(A)
M;24;634,08;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;21;677,11;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;48;3216,05;252305;SECRETARIA(O) EXECUTIVA(O);OUTROS
M;50;1894,60;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;48;7346,21;142505;GERENTE DE REDE;CASADO(A)
M;43;3706,25;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE
M;28;3314,50;414105;ALMOXARIFE;SOLTEIRO(A)
M;34;2517,23;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;45;16081,50;142305;GERENTE COMERCIAL;OUTROS
M;57;2642,68;914425;MECANICO DE VEICULOS AUTOMOTOR;OUTROS
M;41;4024,57;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;46;3119,02;782515;MOTORISTA OPER DE GUINCHO;SEPARADO(A) JUDICIALMENTE
M;27;2703,90;313105;ELETROTECNICO;SOLTEIRO(A)
M;21;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;45;2575,17;342115;CONTROLADOR DE SERV DE MAQ E V;SEPARADO(A) JUDICIALMENTE
F;21;3080,24;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;24;1300,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;29;2775,61;313105;ELETROTECNICO;SOLTEIRO(A)
M;35;3035,25;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
F;34;3135,35;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;23;1352,22;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;40;3355,92;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;37;6334,78;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
M;47;2894,06;313105;ELETROTECNICO;OUTROS
F;26;4223,96;252210;CONTADOR;SOLTEIRO(A)
M;31;4088,49;214320;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A)
F;46;4453,90;252405;ANALISTA DE RECURSOS HUMANOS;CASADO(A)
M;26;3288,00;354125;ASSISTENTE DE VENDAS;SEPARADO(A) JUDICIALMENTE
M;45;5405,04;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE
F;24;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;48;2662,56;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;40;2403,50;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;46;6059,23;914425;MECANICO DE VEICULOS AUTOMOTOR;OUTROS
M;22;1611,77;414105;ALMOXARIFE;SOLTEIRO(A)
F;22;727,45;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;39;7443,99;410240;SUPERVISOR DE LOGÍSTICA;OUTROS
M;26;1826,93;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;21;1953,49;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
F;25;2338,76;351430;AUXILIAR DE SERVIÇOS JURÍDICOS;SOLTEIRO(A)
F;21;2025,56;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;21;2046,68;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;47;13000,00;142320;GERENTE DE VENDAS;CASADO(A)
M;41;36855,00;123305;DIRETOR COMERCIAL;CASADO(A)
M;31;5323,34;252210;CONTADOR;CASADO(A)
M;27;1826,93;411005;AUXILIAR DE ESCRITORIO, EM GER;SEPARADO(A) JUDICIALMENTE
M;26;3314,50;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;21;751,22;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;20;676,35;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;43;2552,24;414215;CONFERENTE DE CARGA E DESCARGA;CASADO(A)
M;46;13468,03;354305;ANALISTA DE EXPORTAÇÃO E IMPORTAÇÃO;CASADO(A)
M;39;1513,43;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;24;2856,61;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;41;4064,60;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;30;3232,34;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
F;18;851,97;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;27;1790,18;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;24;2682,50;313105;ELETROTECNICO;SOLTEIRO(A)
M;26;2078,50;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;28;2484,05;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;40;4405,87;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;32;4590,41;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;54;4097,15;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;24;3080,24;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
M;44;10600,00;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
F;37;2600,45;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;20;2025,56;411030;AUXILIAR DE SETOR DE PESSOAL;SOLTEIRO(A)
F;48;5958,43;252305;SECRETARIA(O) EXECUTIVA(O);SOLTEIRO(A)
M;27;2556,26;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;33;10600,00;520110;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A)
M;39;4223,96;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
F;31;2224,25;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;46;3647,05;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;35;4619,51;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;OUTROS
M;49;12834,49;142305;GERENTE COMERCIAL;CASADO(A)
M;51;9649,40;142330;ANALISTA DE NEGOCIOS;CASADO(A)
M;36;3773,10;313105;ELETROTECNICO;CASADO(A)
M;18;754,32;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;37;7509,25;141420;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A)
M;25;3670,80;414105;ALMOXARIFE;SOLTEIRO(A)
M;25;1826,92;414105;ALMOXARIFE;SOLTEIRO(A)
F;43;3761,61;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;36;2340,62;914425;MECANICO DE VEICULOS AUTOMOTOR;OUTROS
M;38;5508,00;262410;DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER ;SOLTEIRO(A)
F;31;2000,48;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;52;4753,05;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;38;16832,00;123305;DIRETOR COMERCIAL;CASADO(A)
M;47;6492,25;300305;TÉCNICO EM ELETROMECÂNICA;CASADO(A)
F;20;809,09;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;23;1749,05;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;37;3588,63;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;54;6334,78;212405;ANALISTA DE SISTEMA;CASADO(A)
M;27;2449,49;300305;TÉCNICO EM ELETROMECÂNICA;SEPARADO(A) JUDICIALMENTE
M;48;4753,04;313105;ELETROTECNICO;CASADO(A)
M;23;1700,06;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;40;4513,81;313105;ELETROTECNICO;SOLTEIRO(A)
M;34;2877,14;313105;ELETROTECNICO;CASADO(A)
M;31;2643,29;414215;CONFERENTE DE CARGA E DESCARGA;CASADO(A)
M;23;2038,41;414215;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A)
M;19;1813,61;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;24;2025,56;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;38;3363,98;300305;TÉCNICO EM ELETROMECÂNICA;CASADO(A)
F;19;748,64;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;40;3322,28;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;45;7808,78;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
F;20;1813,61;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;16;800,04;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;38;4306,55;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;31;2877,14;313105;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE
F;38;2493,82;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;16;800,04;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;30;2836,23;313105;ELETROTECNICO;SOLTEIRO(A)
M;57;4295,05;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
M;60;3703,69;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;36;3520,61;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;26;2273,79;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;41;3707,23;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;42;1494,88;318705;DESENHISTA PROJETISTA DE ELETR;CASADO(A)
F;42;1775,21;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;37;1762,50;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
F;78;5441,36;142105;GERENTE ADMINISTRATIVO;DIVORCIADO(A)
M;39;5913,41;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;38;1791,90;413105;ANALISTA DE FOLHA DE PAGAMENTO;CASADO(A)
M;42;1106,49;514320;FAXINEIRO;SOLTEIRO(A)
M;39;805,00;414105;ALMOXARIFE;SOLTEIRO(A)
M;38;1847,20;313105;ELETROTECNICO;CASADO(A)
M;35;1150,20;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;51;2581,25;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
F;44;6783,04;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;51;3774,09;410240;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A)
M;56;1137,49;313105;ELETROTECNICO;CASADO(A)
F;36;1526,95;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;41;1394,30;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;65;1997,96;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
F;40;1480,24;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;40;600,00;0;SEM CBO;SOLTEIRO(A)
M;55;3036,91;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
M;75;1578,57;410205;SUPERVISOR DE ALMOXARIFADO;CASADO(A)
F;33;1495,50;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;51;3967,28;410105;SUPERVISOR ADMINISTRATIVO;OUTROS
M;47;6351,87;313105;ELETROTECNICO;CASADO(A)
M;45;7422,80;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
M;41;1924,38;351605;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A)
F;64;2107,20;252210;CONTADOR;SOLTEIRO(A)
M;34;1205,74;313105;ELETROTECNICO;SOLTEIRO(A)
M;34;871,37;514310;AUXILIAR DE MANUTENCAO PREDIAL;SOLTEIRO(A)
M;62;1011,91;782510;MOTORISTA DE CAMINHAO;CASADO(A)
M;58;2332,04;313105;ELETROTECNICO;OUTROS
F;37;3664,78;252210;CONTADOR;SOLTEIRO(A)
M;41;1106,49;414105;ALMOXARIFE;SOLTEIRO(A)
M;50;3664,79;410225;SUPERVISOR DE CREDITO E COBRAN;CASADO(A)
M;47;850,00;623110;TRABALHADOR DA PECUARIA (BOVIN;SOLTEIRO(A)
M;36;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;48;9730,58;142305;GERENTE COMERCIAL;SOLTEIRO(A)
F;44;1010,49;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;37;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;52;1869,68;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;50;1606,75;782220;OPERADOR DE EMPILHADEIRA;DIVORCIADO(A)
M;38;3159,77;214405;ENGENHEIRO MECANICO;SOLTEIRO(A)
M;44;2234,07;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;36;2000,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;47;1228,49;313105;ELETROTECNICO;CASADO(A)
M;65;880,00;512105;EMPREGADO DOMESTICO;CASADO(A)
M;39;1781,81;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;44;1186,15;414105;ALMOXARIFE;SEPARADO(A) JUDICIALMENTE
M;54;900,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;44;1163,81;782510;MOTORISTA DE CAMINHAO;CASADO(A)
M;56;3424,00;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
M;50;2419,53;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;61;1978,58;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;49;3345,02;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;45;1920,92;414105;ALMOXARIFE;SOLTEIRO(A)
M;41;2663,56;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;54;2691,03;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;55;1732,27;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;36;5626,19;214320;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A)
M;50;1835,09;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;37;2249,52;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
F;50;1312,95;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;48;1084,33;992120;LAVADOR DE PECAS;CASADO(A)
F;56;4744,61;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A)
M;55;1897,40;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;41;2857,62;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;47;3653,02;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
F;45;2663,56;391210;TECNICO DE GARANTIA DA QUALIDA;CASADO(A)
M;41;1310,70;414105;ALMOXARIFE;SEPARADO(A) JUDICIALMENTE
M;54;2059,71;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;41;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;46;3732,10;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;26;448,46;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;36;1969,31;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;25;453,68;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;46;2016,69;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;50;4290,70;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;53;2374,15;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;39;2405,11;910210;SUPERVISOR DA MANUT E REPAR DE;CASADO(A)
M;45;3152,59;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;42;3548,47;413105;ANALISTA DE FOLHA DE PAGAMENTO;CASADO(A)
M;50;1445,02;414105;ALMOXARIFE;CASADO(A)
F;35;802,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;36;2565,71;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;30;1398,53;414105;ALMOXARIFE;SOLTEIRO(A)
M;39;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;37;3927,96;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;35;3090,66;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;39;1291,02;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;55;3069,46;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
