SEXO;IDADE;RENDA;PROFISSAO;ESTADO_CIVIL;;
M;31;8043;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A);;
M;40;6987;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A);;
M;35;6784;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;46;3508;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;46;11580;GERENTE DE PROJETOS E SERVICOS DE MANUTE;SOLTEIRO(A);;
F;56;4744;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
M;54;4863;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A);;
F;49;18887;GERENTE DE RECURSOS HUMANOS;CASADO(A);;
F;49;10980;GERENTE DE RECURSOS HUMANOS;CASADO(A);;
M;48;7346;GERENTE DE REDE;CASADO(A);;
M;43;22291;GERENTE DE SUPRIMENTOS;CASADO(A);;
M;43;16837;GERENTE DE VENDAS;CASADO(A);;
M;43;6208;GERENTE DE VENDAS;SOLTEIRO(A);;
M;55;8304;GERENTE DE VENDAS;CASADO(A);;
M;56;7631;GERENTE DE VENDAS;CASADO(A);;
M;42;8553;GERENTE DE VENDAS;CASADO(A);;
M;69;12410;GERENTE DE VENDAS;CASADO(A);;
M;74;4150;GERENTE DE VENDAS;CASADO(A);;
M;39;10614;GERENTE DE VENDAS;CASADO(A);;
M;73;7706;GERENTE DE VENDAS;OUTROS;;
F;52;6612;GERENTE FINANCEIRO;CASADO(A);;
F;45;15319;GERENTE FINANCEIRO;CASADO(A);;
M;32;1083;LAVADOR DE PECAS;SOLTEIRO(A);;
M;60;1242;LAVADOR DE PECAS;CASADO(A);;
M;29;1164;LAVADOR DE PECAS;SOLTEIRO(A);;
M;48;1084;LAVADOR DE PECAS;CASADO(A);;
M;42;1354;LAVADOR DE PECAS;SOLTEIRO(A);;
M;50;2463;LAVADOR DE PECAS;CASADO(A);;
M;34;1468;LAVADOR DE PECAS;SOLTEIRO(A);;
M;33;1175;LAVADOR DE PECAS;SOLTEIRO(A);;
M;44;1354;LAVADOR DE PECAS;SOLTEIRO(A);;
M;42;1313;LAVADOR DE PECAS;SOLTEIRO(A);;
M;35;3035;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;47;6306;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;22;1847;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;22;2995;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;53;4290;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE;;
M;33;3431;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;50;1894;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;35;2409;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;39;4179;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;40;3322;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;35;4290;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;35;5004;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;50;4290;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;35;3588;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;38;4490;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;OUTROS;;
M;39;1667;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;33;4849;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;33;3878;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;43;5881;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE;;
M;38;5381;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE;;
M;34;5693;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;31;3406;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;32;4074;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;52;4753;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;26;3875;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;27;2995;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;52;4290;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;45;5405;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE;;
M;27;2703;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;26;1847;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;32;3678;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;29;1591;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;30;4849;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;43;3706;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SEPARADO(A) JUDICIALMENTE;;
M;50;4753;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;38;4290;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;31;3245;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;39;4400;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;38;4753;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;35;5543;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A);;
M;23;4157;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;35;4513;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A);;
M;53;8222;MECANICO DE MANUTENÇÃO DE MAQUINAS;SEPARADO(A) JUDICIALMENTE;SEPARADO(A) JUDICIALMENTE;VERDADEIRO
M;41;14300;MECANICO DE MANUTENÇÃO DE MAQUINAS;CASADO(A);CASADO(A);VERDADEIRO
M;41;9695;MECANICO DE MANUTENÇÃO DE MAQUINAS;CASADO(A);CASADO(A);VERDADEIRO
M;53;7422;MECANICO DE MANUTENÇÃO DE MAQUINAS;SEPARADO(A) JUDICIALMENTE;SEPARADO(A) JUDICIALMENTE;VERDADEIRO
M;53;8095;MECANICO DE MANUTENÇÃO DE MAQUINAS;CASADO(A);CASADO(A);VERDADEIRO
M;53;7308;MECANICO DE MANUTENÇÃO DE MAQUINAS;CASADO(A);CASADO(A);VERDADEIRO
M;40;2709;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;31;2871;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;54;6501;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;47;1823;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;5161;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;21;2788;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;3424;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;41;1506;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;4869;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;31;3092;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;4659;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;46;1606;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;3082;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;1717;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;32;1293;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;36;1322;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;41;3407;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;1975;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;57;2801;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;36;3994;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;26;3076;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;4901;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;31;3818;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;20;2083;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;49;4054;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;43;6020;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;2845;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;23;1823;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;1802;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;47;2222;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;971;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;33;2045;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;1104;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;37;4659;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;32;971;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;918;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;52;3424;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;3424;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;1137;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;37;1820;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;31;1935;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;36;3426;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;3994;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;27;2599;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;47;4869;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;33;3119;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;4852;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;2872;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;50;3044;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;24;1504;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;32;3558;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;29;3584;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;41;4064;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;3252;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;26;1677;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;52;3793;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;32;1240;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;48;1110;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;44;1265;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;4659;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;2679;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;33;868;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;57;1389;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;41;1760;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;44;2234;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;50;1835;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;50;3099;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;60;4128;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;54;2059;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;53;4675;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;32;2320;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;45;3691;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;46;4869;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;45;5436;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;41;3558;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;60;6523;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;29;1723;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;37;2493;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;25;1563;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;2273;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;22;1563;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;27;2556;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;24;1702;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;31;2599;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;36;2340;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;23;1749;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;36;4097;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;27;2997;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;28;4424;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;37;2441;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;48;2936;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;44;1561;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;3099;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;46;1971;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;2127;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;43;1488;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;1894;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;46;1421;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;43;1390;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;37;2368;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;32;1076;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;50;2107;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;30;3058;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;39;1760;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;50;2660;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;42;2479;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;28;4202;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;43;2872;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;3265;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;27;2517;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;28;1897;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;27;2997;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;26;1823;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;51;1265;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;1291;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;45;2205;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;2488;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;30;979;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;49;2709;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;54;3698;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;47;2166;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;62;1752;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;57;2289;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;39;1974;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;1721;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;1721;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;39;1454;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;30;1899;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;5197;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;43;4957;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;6633;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;41;4024;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;3226;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;24;1585;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;48;6059;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;1699;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;3229;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;33;3320;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;3698;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;23;2440;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;22;1956;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;3793;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;33;2544;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;43;3157;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;2127;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;31;3067;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;34;2517;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;39;3870;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;46;6059;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;47;6059;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;31;1588;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;48;5161;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;2788;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;27;2899;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;35;1150;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;42;3994;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;38;2820;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;54;2665;MECANICO DE VEICULOS AUTOMOTOR;DESQUITADO(A);;
M;50;6523;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;2226;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;49;3044;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;45;3152;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;3895;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;42;1606;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;50;3781;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;32;1685;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;54;6174;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;30;2709;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;57;2642;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;37;4318;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;56;3896;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;45;3147;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;31;1525;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;27;2273;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;31;1859;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;54;4097;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;28;1802;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;1800;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;23;1700;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;37;2146;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;42;4424;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;35;765;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;40;2743;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;43;2355;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;44;1394;MECANICO DE VEICULOS AUTOMOTOR;OUTROS;;
M;49;1926;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;39;5913;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;41;1394;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;46;1473;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;50;3730;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;33;1971;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;49;1777;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;39;1840;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;43;2743;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;41;3194;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;41;1685;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;36;1983;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;46;3420;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;42;2234;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;51;2920;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;43;4852;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;26;2490;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;42;2146;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;36;3698;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;38;3907;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;1859;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;25;2556;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;44;4424;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;38;2885;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;32;2690;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;50;4297;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;37;5717;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;25;1704;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;49;1394;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;41;1038;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;45;2348;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;47;3082;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;48;2222;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;1988;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;37;2405;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;38;2688;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;53;3409;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;39;1291;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;29;1623;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;54;3365;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;55;2826;MECANICO DE VEICULOS AUTOMOTOR;DIVORCIADO(A);;
M;44;5913;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A);;
M;34;1899;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;30;1748;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A);;
M;53;2320;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE;;
M;37;12063;MESTRE (CONSTRUÇÃO CIVIL);CASADO(A);;
M;52;6189;MONTADOR DE MÁQUINAS;CASADO(A);CASADO(A);VERDADEIRO
M;43;1792;MOTORISTA DE CAMINHAO;CASADO(A);;
M;58;1056;MOTORISTA DE CAMINHAO;OUTROS;;
M;36;915;MOTORISTA DE CAMINHAO;SOLTEIRO(A);;
M;43;848;MOTORISTA DE CAMINHAO;CASADO(A);;
M;44;1163;MOTORISTA DE CAMINHAO;CASADO(A);;
M;62;1011;MOTORISTA DE CAMINHAO;CASADO(A);;
M;43;1598;MOTORISTA DE CAMINHAO;CASADO(A);;
M;62;910;MOTORISTA DE CAMINHAO;CASADO(A);;
M;44;981;MOTORISTA DE CAMINHAO;CASADO(A);;
M;58;997;MOTORISTA DE CAMINHAO;CASADO(A);;
M;55;2401;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A);;
M;39;1010;MOTORISTA DE CARRO DE PASSEIO;CASADO(A);;
M;38;1006;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A);;
M;47;1180;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A);;
M;53;1696;MOTORISTA DE CARRO DE PASSEIO;CASADO(A);;
M;55;2660;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A);;
M;34;2643;MOTORISTA DE FURGÃO OU VEÍCULO SIMILAR;SEPARADO(A) JUDICIALMENTE;;
M;53;1094;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;51;1758;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;34;3083;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A);;
M;42;1533;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A);;
