CO_CNES;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
0102938;MUNICIPIO DE PORTO WALTER;CENTRAL DE REDE DE FRIO DE PORTO WALTER;12;120039;-8.267.235.309.999.830;-7.274.504.899.978.630
9973966;CLINICA TIAO VIANA EIRELI;CLINICA TIAO VIANA;12;120040;-995.477;-6.785.536
2001578;SECRETARIA DE ESTADO DE SAUDE;HOSPITAL GERAL DE CLINICAS DE RIO BRANCO;12;120040;-99.649.435;-678.152.152
5459753;ALEXSANDRA BRAGANCA MAGALHAES;ALEXSANDRA BRAGANCA MAGALHAES;12;120040;-9.975;-67.81
5460751;JOSE EDSON DA SILVA;JOSE EDSON DA SILVA;12;120040;-9.961.548;-67.812.920
5472830;GILBERTO DA COSTA FERREIRA;GILBERTO DA COSTA FERREIRA;12;120040;-995.938;-67.816.307
5472245;LABORATORIO SANTA PAULINA LTDA;LABORATORIO SANTA PAULINA;12;120040;-995.529;-6.781.494
4012372;F MARTINS CHAVES LTDA;HUMANAMENTES CENTRO DE TERAPIAS INTEGRADAS;12;120040;-9.975;-67.81
0416045;S B A DOS SANTOS;SERENIDADE PSICOLOGIA E NEUROPSICOLOGIA;12;120040;-996.262;-6.781.136
4062736;JESSICA CAROLINA CHAGAS MUNIZ RIBEIRO;JESSICA CAROLINA CHAGAS MUNIZ RIBEIRO;12;120040;-996.312;-6.781.663
6002579;MILDRED RODRIGUES FECURY PIMENTEL;MILDRED RODRIGUES FECURY PIMENTEL;12;120020;;
3797554;PREFEITURA MUNICIPAL DE ASSIS BRASIL;UNIDADE BASICA DE SAUDE ANTONIO ALVES CAVALCANTE;12;120005;-10.937.065;-69.553.501
3819965;T C M DOS SANTOS ME;T C M DOS SANTOS;12;120040;;
3810771;PREFEITURA MUNICIPAL DE TARAUACA;UNIDADE DE S DA FAMILIA DR JOSE LEONCIO GOMES RODRIGUES;12;120060;-8.161.366.242.183.050;-7.076.592.206.954.950
6118348;JOSE DE OLIVEIRA COSTA;JOSE DE OLIVEIRA COSTA;12;120040;;
9579362;GONCALVES E FARIA COMERCIO E SERVICOS LTDA;GONCALVES E FARIA COMERCIO E SERVICOS;12;120040;-997.171;-6.781.744
9569596;CLINICA INTEGRADA ACREANA DE SERVICOS PSICOLOGICOS LTDA;CIASP;12;120040;-996.560;-6.783.345
9542566;PREFEITURA DE MANCIO LIMA;UBS RAIMUNDO REGINALDO DE ALMEIDA;12;120033;-7.611.242.844.600.000;-7.291.171.073.913.570
9943358;DNA MEDICINA DIAGNOSTICA LTDA;DNA MEDICINA DIAGNOSTICA;12;120040;-995.810;-6.781.525
9941541;SECRETARIA DE ESTADO DE SAUDE;ORGANIZACAO DE PROCURA DE ORGAOS OPOACRE;12;120040;-99.806.007;-67.812.187
9934928;CN SERVICOS INTEGRATIVOS LTDA;INSTITUTO EXPLORAR;12;120040;-994.216;-6.781.406
7105312;D I SARAIVA LTDA ME;LAB CLIN;12;120060;-8.161;-70.766
6439837;SECRETARIA DE ESTADO DE SAUDE;UPA 24 HORAS DO 2 DISTRITO;12;120040;-10.012.677;-67.804.599
7547145;PREFEITURA MUNICIPAL DE RIO BRANCO;USF ESPERANCA III;12;120040;-9.975;-67.81
7547153;PREFEITURA MUNICIPAL DE RIO BRANCO;USF MAXIMO DIOGO;12;120040;-99.696;-6.787.175
6118321;CLAUDIA REGINA DE FARIAS LIMA;CLAUDIA REGINA DE FARIAS LIMA;12;120040;-9.967.901;-67.816.559
6118356;SIMONE DA CRUZ CHAVES;SIMONE DA CRUZ CHAVES;12;120040;;
6114865;PROIMAGEM DERMOCENTRO MED ESPECIALI SOCIEDADE SIMPLES ME;PROIMAGEM;12;120040;;
6765025;DISTRITO SANITARIO INDIGENA ALTO RIO JURUA;POSTO DE SAUDE HASHEME KAMANAWA;12;120020;-7.791.955.825.456.550;-7.205.520.629.882.810
5229804;MANTILLA E MANTILLALTDA;MEDICINA DIAGNOSTICA;12;120040;;
5233127;CLAUDIO FREIRE DE CAMPOS BARROS;CLAUDIO FREIRE DE CAMPOS BARROS;12;120040;-995.633;-6.781.477
5889030;PREFEITURA MUNICIPAL DE RIO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;12;120040;;
2001640;SECRETARIA DE ESTADO DE SAUDE DO ACRE;CENTRO DE ATENDIMENTO AO DEFICIENTE AUDITIVO CEADA;12;120040;;
5775388;SECRETARIA DE ESTADO DE SAUDE;COLEGIO ESTADUAL BARAO DO RIO BRANCO;12;120040;-9.975;-67.81
7169825;ALVES BASTOS LTDA;CLINICA BASTOS;12;120040;-996.924;-6.781.947
7176503;SECRETARIA DE ESTADO DE SAUDE;CENTRAL ESTADUAL DE REGULACAO AMBULATORIAL;12;120040;-996.674;-6.783.062
7177305;SECRETARIA DE ESTADO DE SAUDE;CENTRAL ESTADUAL DE REGULACAO DE LEITOS;12;120040;-996.674;-6.783.062
6057853;ANTONIO LISBOA CARNEIRO BRAGA;ANTONIO LISBOA CARNEIRO BRAGA;12;120040;-9.975;-67.81
7755287;VIRGINIA FREITAS DA SILVA;FREITAS E MORAES ODONTOLOGIA;12;120040;-996.677;-6.781.916
7776640;LUARA VITORINO DE SOUZA;LUARA VITORINO DE SOUZA;12;120040;-996.631;-67.812.349
6748759;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO JURUA;POLO BASE DE FEIJO;12;120030;-8.160.771.511.866.220;-7.035.339.832.305.900
6756611;ERIVALDO DE SOUZA UCHOA;ENDODENTE;12;120020;-7.632.351.430.639.800;-7.267.696.380.615.230
6477380;PREFEITURA MUNICIPAL DE RIO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;12;120040;-9.973.057;-67.807.442
2968142;DOC HEALTH CHECK UP MEDICINA PREVENTIVA E NUTRICIONAL LTDA;BOECHAT MEDICINA PREVENTIVA;12;120040;-996.514;-6.781.885
2987260;MUNICIPIO DE RIO BRANCO;POLO ACADEMIA DA SAUDE INTERMEDIARIA VILA ACRE;12;120040;-99.770.988;-678.282.953
7059639;J Z SERVICOS MEDICOS LTDA;INSTITUTO SAUDE AUDITIVA ACRE;12;120040;-996.328;-6.781.527
7065698;R C P FISIO CLINICA DE REABILITACAO CARDIOPULMONAR LTDA;R C P FISIO;12;120040;;
9402713;PREFEITURA MUNICIPAL DE RODRIGUES ALVES;UNIDADE BASICA NOEMI DO CARMO MATOS;12;120042;-7.873.159.407.641.570;-7.275.876.045.227.050
7060394;MUNICIPIO DE RIO BRANCO;USF AGRIPINA LINDOSO;12;120040;-1.008.957;-6.781.963
7071299;LIMA TOLOI LTDA;REDEORTO;12;120040;-996.791;-6.780.661
7074956;I F DOS SANTOS;SORRISO CESON;12;120040;-996.337;-6.781.103
7557035;PREFEITURA MUNICIPAL DE CAPIXABA;CENTRO DE ATENCAO PSICOSSOCIAL ROBSON TADEU VIEIRA DA MOTA;12;120017;-10.578.946.936.269.100;-6.767.706.871.032.710
9966501;SECRETARIA DE ESTADO DE SAUDE;UPA DO VALE DO JURUA JAQUES PEREIRA BRAGA;12;120020;-763.069;-72.672.531
0281735;REDE DE FRIO DE ASSIS BRASIL;REDE DE FRIO DE ASSIS BRASIL;12;120005;-10.941;-69.567
0264016;SARAH M D P DE SOUZA CLINICA;CLINICA DE TERAPIA E PSICOLOGIA SARAH;12;120040;-995.278;-6.783.789
2938898;PREFEITURA MUNICIPAL DE SENA MADUREIRA;ACADEMIA DA SAUDE FLORLIRIO PEREIRA LUSTOSA;12;120050;-906.861.786.463.931;-6.867.112.418.839.910
2942828;BRUNA DA CRUZ BEYRUTH BORGES;BRUNA DA CRUZ BEYRUTH BORGES;12;120040;-995.722;-6.782.396
2895153;MIRANDA CENTRO ESPECIALIZADO EM TERAPIA ESTETICAS EIRELI;MAGRASS;12;120040;-997.075.263;-678.144.192
5721180;SILVANA DE BRITO DA SILVA;SILVANA DE BRITO DA SILVA;12;120040;;
5527368;MARCELO MALINI PEREIRA;MARCELO MALINI PEREIRA;12;120040;-9.975;-67.81
7445830;POLO ACADEMIA DE SAUDE;POLO ACADEMIA DE SAUDE;12;120020;-7.615.039.276.599.790;-726.731.014.251.709
7449992;ODONTO MED CLIN LTDA;ODONTO MED CLIN;12;120040;-995.929;-6.781.482
7455283;CLINORL CLINICA DE OTORRINOLARINGOLOGIA LTDA;CLINORL CLINICA DE OTORRINOLARINGOLOGIA;12;120040;-996.261;-6.781.508
7458789;CONSULTORIO RIBEIRO E RIBEIRO SOCIEDADE SIMPLES PURA;CLINICA DR FERNANDO AMBROS RIBEIRO;12;120040;-996.324;-6.781.525
7168748;PREFEITURA MUNICIPAL DE MANCIO LIMA;USF WILSON BATISTA SIQUEIRA;12;120033;-7.618.665.528.982.900;-7.291.272.193.193.430
7218761;SECRETARIA DE ESTADO DE SAUDE;ESCOLA ESTADUAL ENSINO JOVEM DO BOA UNIAO;12;120040;-9.997.521;-67.832.077
7219059;PREFEITURA MUNICIPAL DE PORTO ACRE;POLO ACADEMIA DE SAUDE JOSE GUILHERME DOS SANTOS;12;120080;-9.679.910.646.699.570;-6.774.697.780.609.130
7219067;PREFEITURA MUNICIPAL DE PORTO ACRE;POLO ACADEMIA DE SAUDE WELLEN SUZY SENA DA SILVA;12;120080;-9.755.584.557.115.620;-6.735.649.108.886.710
7219075;PREFEITURA MUNICIPAL DE PORTO ACRE;POLO ACADEMIA DE SAUDE JOSE BARBOSA ANDRADE;12;120080;-9.591.789.768.020.440;-6.753.958.940.505.980
0479969;EMPREENDIMENTOS PAGUE MENOS S A;PAGUE MENOS;12;120040;-996.298;-6.783.034
0259578;NUDIYA ADNEN CHAOUK CHER SARKIS;NUDIYA ADNEN CHAOUK CHER SARKIS;12;120040;-996.315;-6.781.574
0424390;MUNICIPIO DE XAPURI;UNIDADE DE SAUDE DA FAMILIA SERINGAL CACHOEIRA;12;120070;-10.353.497;-68.513.105
6828450;PREFEITURA DE MARECHAL THAUMATURGO;LABORATORIO DE ANALISES CLINICAS MARECHAL THAUMATURGO;12;120035;-8.949.387.361.677.100;-7.278.786.778.450.010
7330871;LABORATORIO DE PROTESE DENTARIA MONTE SINAI;LABORATORIO DE PROTESE DENTARIA MONTE SINAI;12;120020;-7.630.373.541.843.920;-7.267.419.576.644.890
6005624;RITA AZEVEDO DE MEDEIROS DUTRA;RITA AZEVEDO DE MEDEIROS DUTRA;12;120040;-996.579;-6.781.424
9957650;SECRETARIA DE ESTADO DE SAUDE;CRIE CRUZEIRO DO SUL;12;120020;-76.361.121;-72.674.762
4090969;J V S MACHADO CIA LTDA;ULTRACLINICA;12;120040;-996.765;-6.781.151
4090462;MANTILLA E MORENO SERVICOS MEDICOS LTDA;MANTILLA E MORENO SERVICOS MEDICOS LTDA;12;120040;-996.223;-6.781.641
2938162;ACADEMIA DE SAUDE DE EPITACIOLANDIA;ACADEMIA MUNICIPAL DE SAUDE;12;120025;-1.103.168;-6.874.970
7058322;PREFEITURA MUNICIPAL DE BRASILEIA;ESF ANTONIO MONTEIRO DOS REIS;12;120010;-10.993.666.595.483.300;-6.875.430.822.372.430
7036280;SECRETARIA DE ESTADO DE SAUDE;COORDENACAO REGIONAL DE SAUDE DO VALE DO JURUA;12;120020;-7.627.204.647.179.840;-7.266.496.896.743.770
7123043;PREFEITURA MUNICIPAL DE JORDAO;SAUDE DA FAMILIA RIBEIRINHA;12;120032;-918.908.190.753.341;-7.195.225.238.800.040
7051808;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB ASSIS BRASIL 16;12;120005;-10.941.131;-69.567.141
7050291;R EDWARD MARCA OLIVERA;CLINICA EDWARD MEDCLIN;12;120040;-9.959.000;-67.815.002
7050828;L F C OLIVEIRA ME;CAPI ODONTOLOGIA;12;120040;-996.678;-6.781.914
0310654;IJM DO ACRE LTDA;INSTITUO JOAO E MARIA;12;120050;-90.607.371;-686.555.296
0196789;NOS IMPORTACAO E EXPORTACAO LTDA;NUCLEO OPERACIONAL DA SAUDE;12;120060;-8.151.617;-70.151.617
3462366;PREFEITURA MUNICIPAL DE TARAUACA;UNIDADE DE SAUDE DA FAMILIA MARIA ESPANHOL DA SILVA;12;120060;-8.161.045;-70.766.045
9408142;POLO ACADEMIA DA SAUDE;ACADEMIA DA SAUDE FRANCISCO CORREIA DA SILVA;12;120005;-10.939.639;-69.563.993
2002086;SASC SERVICO DE ANESTESIOLOGIA DA SANTA CASA DE MISERICORDIA;SASC SERVICO DE ANESTESIOLOGIA DE RIO BRANCO;12;120040;;
2837153;MUNICIPIO DE XAPURI;LABORATORIO MUNICIPAL DE ANALISES CLINICAS;12;120070;-10.654.545.289.536.900;-6.850.437.998.771.660
2899132;CLINICA TAVARES LTDA;CLINICA TAVARES;12;120060;-81.598.221;-707.690.862
2931508;I SOUZA MATOS;I SOUZA MATOS;12;120040;-9.959.892.700.000.000;-6.783.542.555.383.590
7142048;MUNICIPIO DE RIO BRANCO;PACS RURAL II;12;120040;-9.975;-67.81
7146531;CENTTRO MEDICINA DIAGNOSTICA LTDA;CENTTRO MEDICINA DIAGNOSTICA;12;120040;-9.960.873;-67.855.034
7151586;KITTO E FERNANDES CONSULTORIO ODONTOLOGICO LTDA;ORAL CENTER CLINICA ODONTOLOGICA LTDA;12;120040;-997.250;-6.780.753
5045908;CARDIOACRE LTDA;CARDIOACRE;12;120040;-996.685;-6.781.917
5057558;SECRETARIA DE ESTADO DE SAUDE;ESCOLA MUNICIPAL MONTEIRO LOBATO;12;120040;-998.132;-6.789.321
6003508;61 BIS;POSTO MEDICO DE GUARNICAO DE CRUZEIRO DO SUL;12;120020;-7.608.063.174.004.600;-7.268.125.534.057.610
9444106;OBESOCLIN LTDA;OBESOCLIN;12;120040;-996.353;-6.781.551
9341838;PREFEITURA MUNICIPAL DE JORDAO;PAS PROGRAMA ACADEMIA DE SAUDE;12;120032;-9.192.142.736.607.960;-7.195.152.282.714.840
0256498;MUNICIPIO DE CRUZEIRO DO SUL;MARMUDE DENE DE CARVALHO;12;120020;-7.823.440.035.074.160;-7.264.121.532.440.180
0264032;INST BRASIL AMAZONIA DE SERV ESPECIALI E SAUDE INBASES;INST BRASIL AMAZONIA DE SERV ESPECIALI E SAUDE INBASES;12;120040;-9.962.041;-67.812.030
0262870;MIQ MED MEDICINA INTELIGENTE DE QUALIDADE LTDA;MIQ MED MEDICINA INTELIGENTE DE QUALIDADE LTDA;12;120040;-9.962.792;-67.793.335
0265470;LABORATORIO DE ANALISES CLINICAS LUCIO BRASIL LTDA;LABORATORIO DE ANALISES CLINICAS LUCIO BRASIL;12;120040;-9.975;-67.81
0483605;MUNICIPIO DE SANTA ROSA DO PURUS;CENTRAL MUNICIPAL DE REDE DE FRIO;12;120043;-9.433;-70.493
0479926;EMPREENDIMENTOS PAGUE MENOS S A;EMPREENDIMENTOS PAQUE MENOS S A;12;120040;-996.862;-6.780.000
2002116;LUIZ AUGUSTO N O BATISTA LTDA;LABSUL DIAGNOSTICOS C LABORATORIAIS;12;120020;-7.635.392.682.657.580;-7.267.453.908.920.280
5354862;PREFEITURA MUNICIPAL DE MANUEL URBANO;UNIDADE MOVEL JOAO SOBRERA;12;120034;;
5360080;PREFEITURA MUNICIPAL DE DE PLACIDO DE CASTRO;U S F CECILIA SANTANA DE MENEZES SEVERINO;12;120038;-103.181.190;-673.662.870
9516530;MUNICIPIO DE JORDAO;UNIDADE DE SAUDE DA FAMILIA MARIA LIMA SOUZA ARAGAO;12;120032;-9.233.604.298.380.840;-7.165.035.367.012.020
0448389;VIGILANCIA EPIDEMIOLOGICA;VIGILANCIA EPIDEMIOLOGICA;12;120042;-7.735.837.489.293.100;-7.265.116.095.542.900
0453404;CENTRAL DE ABASTECIMENTO E SERVICO DE IMUNIZACAO;CENTRAL MUNICIPAL DE REDE FRIO;12;120060;-81.586.215;-707.624.218
0479853;EMPREENDIMENTOS PAGUE MENOS S A;EMPREENDIMENTOS PAGUE MENOS;12;120040;-99.855.998;-678.314.222
3430227;BIONORTE CENTRO DE DIAG ANALISES E PESQUISAS CLINICAS LTDA;LABORATORIO BIONORTE;12;120040;-996.190;-6.781.235
0115118;SECRETARIA DE ESTADO DE SAUDE;CENTRAL DE ARMAZENAGEM E DISTRIBUICAO DE IMUNOBIOLOGICOS R;12;120020;-7.624.111;-72.663.000
0960101;MINISTERIO DA SAUDE;UNIDADE BASICA DE SAUDE INDIGENA MARONAWA;12;120043;-943.551.497.919.832;-7.049.289.464.950.560
0966711;MUNICIPIO DE PORTO WALTER;CENTRAL UNICA DE MEDICAMENTO DO MUNIC DE PORTO WALTER;12;120039;-8.265.876.287.638.770;-727.405.858.039.856
0981117;CENTRO DE ATENDIMENTO A SAUDE MENTAL DO ACRE LTDA;CENTRO DE ATENDIMENTO A SAUDE MENTAL DO ACRE CASMAC;12;120040;-99.613.508;-678.125.893
2828103;JOSE ELSON SANTIAGO DE MELO JUNIOR;JOSE ELSON SANTIAGO DE MELO JUNIOR;12;120040;-996.187;-6.781.654
0955981;CONSULTORIO NOGUEIRA VASCONCELOS S S;CUIDAR BEM;12;120040;-9.029.158;-68.028.531
2849011;COOPERATIVA UNIODONTO RIO BRANCO ACRE;UNIODONTO AC;12;120040;-99.606.731;-678.529.184
9180818;R J C NETO CLINICA FISIOTERAPIA DR RAIMUNDO CASTRO;CLINICA FISIOTERAPIA DR RAIMUNDO CASTRO;12;120040;-995.978;-6.781.204
9189351;CLINICA SAO BERNARDO LTDA;CLINICA SAO BERNARDO;12;120060;-8.343.536;-70.343.536
9824154;PREFEITURA MUNICIPAL DE MANOEL URBANO;UNIDADE BASICA DE SAUDE PROJETO LIBERDADE;12;120034;-88.365.434;-693.218.757
9848835;CLINICA DENTARIA CENTRAL S S LTDA;CLINICA DENTARIA CENTRAL;12;120040;-997.203;-6.780.572
5112362;GERALDO MAGELA DE LIMA;GERALDO MAGELA DE LIMA;12;120040;-996.974;-6.780.938
7880103;CAIXA DE ASSISTENCIA DOS FUNCIONARIOS DO BANCO DO BRASIL;CASSI RIO BRANCOAC;12;120040;-996.003;-6.781.199
3690296;RPG;CONSULTORIO DE FISIOTERAPIA;12;120040;-996.322;-6.781.536
7428596;CENTRAL DE ABASTECIMENTO;REDE DE FRIO DE EPITACIOLANDIA;12;120025;-11.054;-68.751
7448627;PREFEITURA MUNICIPAL DE RODRIGUES ALVES;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;12;120042;-78.215.667;-726.634.967
7436440;PREFEITURA MUNICIPAL DE ASSIS BRASIL;UNIDADE BASICA DE SAUDE GILDO FERREIRA DA SILVA;12;120005;-10.939.047;-69.566.411
7435614;RAMON DE MENDONCA CORREIA;RAMON DE MENDONCA CORREIA;12;120040;-997.210;-6.781.875
5679052;VILAPLANA SANTANA FISIOTERAPIA LTDA;VILAPLANA SANTANA FISIOTERAPIA LTDA;12;120040;-9.966.705;-67.820.452
5918014;R J DE LIMA FILHO ME;CLINICA SABIN AUDECON;12;120040;-9.964.349;-67.815.021
5632080;EDUARDO KNEIP;EDUARDO KNEIP;12;120040;;
5654289;G A CLINICA SOCIEDADE SIMPLES;G A CLINICA;12;120040;-996.059;-6.780.915
5655994;LABORATORIO DE ANALISES C REMARQUE DE QUEIROZ LTDA ME;LABORATORIO R Q;12;120050;-9.066;-68.657
5223202;SIQUEIRA E SIQUEIRA LTDA;CAL CLINICA ANDRE LUIZ;12;120040;-996.092;-6.780.974
5250587;PREFEITURA MUNICIPAL DE SENADOR GUIOMARD;CENTRO DE SAUDE ILSON ALVES RIBEIRO;12;120045;-101.411.792;-677.311.581
9393757;PREFEITURA DE SENA MADUEIRA;UNIDADE BASICA DE SAUDE CARLOS AFONSO VIEIRA MODULO II;12;120050;-9.066.669.523.961.880;-6.865.922.927.856.440
3366510;D SINGUI FILHO;DEUSMAR SINGUI FILHO;12;120040;;
3857956;PREFEITURA MUNICIPAL DE XAPURI;UNIDADE DE FISIOTERAPIA;12;120070;-106.548.835;-68.504.409
6934013;PREFEITURA MUNICIPAL DE FEIJO;U S F DR JOSE LUIZ DE SOUZA;12;120030;-8.164.467.321.632.680;-7.034.262.657.165.520
5403669;PREFEITURA MUNICIPAL DE ACRELANDIA;UNIDADE DE SAUDE DA FAMILIA REDENCAO;12;120001;-10.007.865.650.580.300;-6.703.862.995.033.320
5400651;T S MOURA S C LTDA;ANGIO CLINIC SAO JUDAS TADEU;12;120040;-9.960.546;-67.817.123
5413265;C A C FERREIRA ME;CARDIOCLINICA;12;120040;-9.975;-67.81
7026048;CUIDAR CENTRO DE ATENDIMENTOS E ESTUDOS EM PSICOLOGIA LTDA;CUIDAR ATENDIMENTO PSICOLOGICO;12;120040;-995.968;-6.781.214
7035179;CONSULTORIO ODONTOLOGICO;CONSULTORIO ODONTOLOGICO DRA NATHALIA ARAUJO;12;120040;-996.687;-6.781.920
5523141;CONSULTORIO ODONTOLOGICO VANESSA FELTRINI;CONSULTORIO ODONTOLOGICO VANESSA FELTRINI;12;120040;-9.973.248;-67.820.808
3321096;JOSE AMERICO GONCALVES FAGUNDES;JOSE AMERICO GONCALVES FAGUNDES;12;120040;;
2002264;PREFEITURA MUNICIPAL DE MANCIO LIMA;POSTO DE SAUDE GESILDA MOREIRA MAIA;12;120033;;
2002140;PREFEITURA MUNICIPAL DE MANOEL URBANO;DEPARTAMENTO DE VIGILANCIA EM SAUDE DE MANOEL URBANO;12;120034;-8.839.000.775.198.100;-6.925.987.243.652.340
2002132;PREFEITURA MUN DE MAL THAUMATURGO;ESF RIBEIRINHA DR NALDIR MARIANO;12;120035;-8.947.617;-72.791.247
2002922;SECRETARIA MUNICIPAL DE SAUDE;U S F JOAO DE DEUS;12;120038;-10.306.812.602.471.400;-6.720.165.252.685.540
2001748;PREFEITURA MUNICIPAL DE PORTO WALTER;UBS ESTEPHAN BARBARY;12;120039;-8.270.420.500.304.110;-7.274.682.998.657.220
2000075;MUNICIPIO DE RIO BRANCO;POLICLINICA BARRAL Y BARRAL;12;120040;-99.645.501;-678.372.294
2000458;PREFEITURA MUNICIPAL DE RIO BRANCO;USF MARIA DE FATIMA;12;120040;-999.035;-6.782.763
2000482;PREFEITURA MUNICIPAL DE RIO BRANCO;URAP VILA IVONETE;12;120040;-9.947.240;-67.825.142
2000512;PREFEITURA MUNICIPAL DE RIO BRANCO;URAP EDUARDO ASSMAR;12;120040;-998.568;-6.781.157
2001624;SECRETARIA DE ESTADO DE SAUDE;ESCOLA ALCIMAR NUNES LEITAO;12;120040;-994.565;-6.788.174
2001691;SECRETARIA DE ESTADO DE SAUDE;ESCOLA JOAO AGUIAR;12;120040;-9.955.830;-67.833.527
3152375;KALLIPER DIAGNOSTICOS;IMUNOCLINICA KALLIPER CLINICA DE IMUNIZACAO E DIAGNOSTICO;12;120040;-9.962.005;-67.809.938
3042553;PREFEITURA MUNICIPAL DE BRASILEIA;ESF JOSE MARIA DE SOUZA SANTOS;12;120010;-11.013.655.546.157.500;-6.874.796.748.161.310
6226906;MACEDO DIAGNOSTICOS IMAGEM LTDA;PRO IMAGEM;12;120040;-99.637.865;-678.156.674
5453747;LEIA BORGES CARNEIRO MARQUES;LEIA BORGES CARNEIRO MARQUES;12;120040;-996.136;-6.781.735
6696821;MARTINS E LOBATO LTDA;ORTO TRAUMA SERVICOS EM SAUDE;12;120040;-9.944.308;-67.800.907
6670830;AGUIAR VAZ LTDA;ORTOCLIN;12;120060;;
7110561;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB FEIJO;12;120030;-81.836.691;-703.571.467
6697151;MINISTERIO DA SAUDE;POLO BASE DE SENA MADUREIRA;12;120050;-9.066.521.196.924.910;-686.551.308.631.897
6691161;DANIELE QUEIROZ YARZON;CONSULTORIO DRA DANIELE QUEIROZ;12;120040;-9.975;-67.81
5915007;SOLANGE DA CRUZ CHAVES;SOLANGE DA CRUZ CHAVES;12;120040;;
5288495;EDSON MESSIAS DO NASCIMENTO CHAVES;EDSON MESSIAS DO NASCIMENTO CHAVES;12;120040;-997.562;-6.781.105
6940889;CLINICAS INTEGRADAS PARA SAUDE DA MULHER LTDA;CLINICAS INTEGRADAS PARA SAUDE DA MULHER;12;120040;-995.721;-6.782.100
5868823;ANDRESSA TEODORO SILVA;ANDRESSA TEODORO SILVA;12;120040;;
3539849;CLINICA SANTA LUCIA LTDA;CLINICA SANTA LUCIA;12;120040;-996.167;-6.781.540
6788637;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;CENTRO DE DIAGNOSTICO EDSON MESQUITA DE MAGALHAES;12;120020;-759.921.527.094.345;-7.268.335.819.244.380
6634230;PREFEITURA MUNICIPAL DE EPITACIOLANDIA;ESF JOSE PAULO DE SOUZA;12;120025;-11.029.029;-68.741.741
5677181;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;APAE;12;120040;-9.972.851;-67.834.951
7211430;M M SA DE SOUZA;M M SA DE SOUZA ME;12;120040;-9.965.597;-67.812.197
7197225;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB RIO BRANCO 05;12;120040;-9.974;-67.81
7197233;SECRETARIA DE ESTADO DE SAUDE;AMBULANCIA USB RIO BRANCO 06;12;120040;-9.975;-67.80
6905544;PREFEITURA MUNICIPAL DE RODRIGUES ALVES;VIGILANCIA SANITARIA;12;120042;-7.736.039.481.951.010;-7.265.353.202.819.820
6906486;PREFEITURA MUNICIPAL DE RODRIGUES ALVES;UNIDADE MOVEL DE SAUDE RODRIGUES ALVES;12;120042;;
6992811;PREFEITURA MUNICIPAL DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE MANOEL FERNANDES VIEIRA;12;120050;-9.050.372;-68.403.368
5460387;PRISCILLA AUGUSTA MAIA DE FARIA MURAD;PRISCILLA AUGUSTA MAIA DE FARIA MURAD;12;120040;;
5472202;GUILHERME AUGUSTO PULICI;GUILHERME AUGUSTO PULICI;12;120040;;
5453739;MARIA LUIZA A BARBOSA;MARIA LUIZA A BARBOSA;12;120040;-996.080;-6.780.978
6378986;FISIOVIDA LTDA;FISIOVIDA;12;120040;-996.335;-6.781.402
6382223;E MARREIRO DE FREITAS SANTOS ME;ODONTOCLINICA MARREIRO;12;120040;-996.468;-6.781.635
5661714;SECRETARIA DE ESTADO DE SAUDE;UNIDADE MISTA DE PORTO WALTER;12;120039;-8.267.596.299.527.210;-7.274.515.628.814.690
5663067;EDVALDO AMORIM DE SOUSA;EDVALDO AMORIM DE SOUSA;12;120040;;
3590992;PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO;ESF RIBEIRINHA LUIZ FONTINELI;12;120035;-9.058.871.676.690.800;-722.462.546.825.409
9394044;PREFEITURA MUNICIPAL DE SENA MADUREIRA;CENTRO DE ATENCAO PSICOSSOCIAL ABIBI RODRIGUES FREIRE;12;120050;-9.068.248.143.630.180;-6.865.520.596.504.210
7338988;RODRIGO VICK ERIKA VICK SOCIEDADE SIMPLES;AMAZON SERVICOS MEDICOS LTDA;12;120040;-996.317;-6.781.566
7339003;ASTROGILZO BARBOSA FREIRE;ASTROGILZO BARBOSA FREIRE;12;120040;-996.984;-6.781.360
6955525;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO JURUA;POLO BASE DE MANCIO LIMA;12;120033;-76.067.870.453.979.900;-7.290.776.252.746.580
7343736;SECRETARIA DE ESTADO DE SAUDE;UNIDADE PENITENCIARIA MANOEL NERI DA SILVA;12;120020;-7.631.862.276.197.680;-7.266.823.053.359.980
7345224;DISTRITO SANITARIO ESPECIAL DE SAUDE INDIGENA;CASAI MANCIO LIMA;12;120033;-7.629.076.211.967.140;-728.818.416.595.459
